cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
1082	1	1135.49	2	568.245	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1082###	 	G1,	86.79	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1082	1	0	N/A	0	N/A	-1
1004	1	658.414	2	329.707	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1004###	 	G1,	101.44	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1004	1	0	Spectral Match to Val-Ile from NIST14	1	GNPS-NIST14-MATCHES;	-1
948	1	774.4	2	387.7	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:948###	 	G1,	104.11	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=948	1	0	Spectral Match to Ile-Val-Lys from NIST14	1	GNPS-NIST14-MATCHES;	90
949	1	403.102	1	403.102	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:949###	 	G1,	185.73	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=949	1	1	N/A	0	N/A	148
946	1	427.357	1	427.357	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:946###	 	G1,	358.18	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=946	1	0	N/A	0	N/A	6
947	1	401.287	2	201.144	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:947###	 	G1,	101.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=947	1	1	Spectral Match to Ile-Arg from NIST14	1	GNPS-NIST14-MATCHES;	38
944	1	752.33	1	752.33	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:944###	 	G1,	82.83	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=944	1	0	N/A	0	N/A	-1
945	1	455.314	1	455.314	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:945###	 	G1,	285.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=945	1	0	Bacoside X	1	NIST17;	30
942	1	611.265	1	611.265	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:942###	 	G1,	174.47	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=942	1	1	N/A	0	N/A	47
943	1	401.288	2	201.144	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:943###	 	G1,	97.08	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=943	1	1	Spectral Match to Ile-Met from NIST14	1	GNPS-NIST14-MATCHES;	38
940	1	1060.62	2	530.808	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:940###	 	G1,	152.74	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=940	1	0	N/A	0	N/A	92
941	1	441.374	1	441.374	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:941###	 	G1,	335.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=941	1	0	NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	93
768	1	464.283	1	464.283	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:768###	 	G1,	225.42	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=768	1	1	Tauroursodeoxycholic acid	1	NIST17;	8
689	1	241.131	2	121.065	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:689###	 	G1,	18.69	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=689	1	1	N/A	0	N/A	-1
688	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:688###	 	G1,	72.07	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=688	1	0	Cyanuric acid	1	NIST17;	19
685	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:685###	 	G1,	59.9	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=685	1	0	N/A	0	N/A	94
684	1	852.458	2	426.729	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:684###	 	G1,	126.97	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=684	1	0	N/A	0	N/A	95
687	1	424.341	1	424.341	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:687###	 	G1,	325.25	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=687	1	1	.alpha.-Hyodeoxycholic acid methyl ester	1	NIST17;	41
686	1	537.321	1	537.321	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:686###	 	G1,	226.06	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=686	1	0	N/A	0	N/A	22
681	1	485.221	1	485.221	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:681###	 	G1,	210.74	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=681	1	1	Cortisol 21-sulfate	1	NIST17;	51
680	1	573.357	1	573.357	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:680###	 	G1,	230.95	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=680	1	0	N/A	0	N/A	89
683	1	279.169	1	279.169	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:683###	 	G1,	146.09	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=683	1	0	Spectral Match to Phe-Leu from NIST14	1	GNPS-NIST14-MATCHES;	35
682	1	409.291	1	409.291	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:682###	 	G1,	265.98	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=682	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
623	1	411.25	1	411.25	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:623###	 	G1,	292.07	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=623	1	0	3-Oxo-4-cholestenoic acid	1	NIST17;	-1
622	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:622###	 	G1,	182.29	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=622	1	0	Cyanuric acid	1	NIST17;	19
133	1	424.306	1	424.306	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:133###	 	G1,	244.91	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=133	1	1	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
132	1	480.278	1	480.278	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:132###	 	G1,	189.75	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=132	1	1	Taurocholic acid	1	NIST17;	24
131	1	611.265	1	611.265	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:131###	 	G1,	184.2	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=131	1	1	N/A	0	N/A	47
130	1	389.268	1	389.268	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:130###	 	G1,	206.93	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=130	1	0	19,20-Dihydroxy-4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid	1	NIST17;	-1
137	1	355.263	1	355.263	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:137###	 	G1,	251.96	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=137	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	-1
136	1	288.192	1	288.192	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:136###	 	G1,	111.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=136	1	1	Ala Gly Ile	1	METLIN;	35
135	1	389.268	1	389.268	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:135###	 	G1,	223.71	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=135	1	0	NCGC00384854-01_C23H34O4_Card-20(22)-enolide, 3,14-dihydroxy-, (3beta,5alpha)-	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	43
134	1	798.587	1	798.587	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:134###	 	G1,	288.22	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=134	1	1	N/A	0	N/A	41
494	1	219.033	2	110.016	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:494###	 	G1,	218.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=494	1	0	Cyanuric acid	1	NIST17;	19
495	1	428.372	1	428.372	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:495###	 	G1,	324.96	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=495	1	1	Spectral Match to Palmitoylcarnitine from NIST14	1	GNPS-NIST14-MATCHES;	42
139	1	245.186	1	245.186	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:139###	 	G1,	118.71	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=139	1	0	Spectral Match to Leu-Leu from NIST14	1	GNPS-NIST14-MATCHES;	35
138	1	185.154	1	185.154	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:138###	 	G1,	234.43	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=138	1	0	Spectral Match to Dodecanedioic acid from NIST14	1	GNPS-NIST14-MATCHES;	23
490	1	500.302	1	500.302	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:490###	 	G1,	247.49	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=490	1	1	Spectral Match to Tauroursodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	8
491	1	700.335	1	700.335	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:491###	 	G1,	220.94	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=491	1	0	N/A	0	N/A	11
492	1	424.342	1	424.342	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:492###	 	G1,	310.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=492	1	1	Linoleoylcarnitine	1	NIST17;	42
493	1	576.273	2	288.637	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:493###	 	G1,	315.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=493	1	1	N/A	0	N/A	99
24	1	167.09	1	167.09	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:24###	 	G1,	35.12	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=24	1	0	Massbank:PB006064 Phenylalanine|(2S)-2-amino-3-phenylpropanoic acid	1	MASSBANK;	35
25	1	817.582	1	817.582	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:25###	 	G1,	238.54	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=25	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
26	1	375.289	1	375.289	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:26###	 	G1,	300.59	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=26	1	0	Spectral Match to Chenodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
27	1	373.273	1	373.273	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:27###	 	G1,	230.44	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=27	1	0	.beta.-Muricholic acid	1	NIST17;	41
20	1	374.277	1	374.277	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:20###	 	G1,	238.81	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=20	1	1	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
21	1	373.273	1	373.273	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:21###	 	G1,	247.46	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=21	1	0	.beta.-Muricholic acid	1	NIST17;	41
22	1	391.284	1	391.284	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:22###	 	G1,	237.55	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=22	1	0	.gamma.-Muricholic acid	1	NIST17;	41
23	1	355.263	1	355.263	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:23###	 	G1,	237.53	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=23	1	0	Spectral Match to Cholic acid from NIST14	1	GNPS-NIST14-MATCHES;	41
927	1	1549.75	2	775.377	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:927###	 	G1,	144.52	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=927	1	0	N/A	0	N/A	72
28	1	90.0549	1	90.0549	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:28###	 	G1,	19.2	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=28	1	1	N/A	0	N/A	-1
29	1	229.155	1	229.155	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:29###	 	G1,	64.83	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=29	1	0	Spectral Match to Leu-Pro from NIST14	1	GNPS-NIST14-MATCHES;	-1
407	1	477.146	1	477.146	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:407###	 	G1,	177.71	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=407	1	1	N/A	0	N/A	-1
406	1	616.219	1	616.219	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:406###	 	G1,	185.98	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=406	1	0	N/A	0	N/A	68
405	1	323.158	1	323.158	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:405###	 	G1,	127.72	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=405	1	1	L-Alaninamide, N-[2-[2-(hydroxyamino)-2-oxoethyl]-4-methyl-1-oxopentyl]-3-(2-naphthalenyl)-L-alanyl-	1	NIST17;	-1
404	1	592.224	1	592.224	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:404###	 	G1,	175.93	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=404	1	0	N/A	0	N/A	39
403	1	514.284	1	514.284	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:403###	 	G1,	186.18	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=403	1	1	Spectral Match to Taurocholic acid from NIST14	1	GNPS-NIST14-MATCHES;	47
402	1	341.283	1	341.283	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:402###	 	G1,	325.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=402	1	0	3.beta.-Hydroxy-5-cholenoic acid	1	NIST17;	-1
401	1	1462.76	2	731.879	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:401###	 	G1,	169.19	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=401	1	0	N/A	0	N/A	14
400	1	484.351	1	484.351	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:400###	 	G1,	342.96	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=400	1	1	N/A	0	N/A	103
933	1	885.502	2	443.251	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:933###	 	G1,	152.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=933	1	1	N/A	0	N/A	104
932	1	1724.89	2	862.947	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:932###	 	G1,	171.27	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=932	1	0	N/A	0	N/A	-1
931	1	1223.73	2	612.367	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:931###	 	G1,	180.54	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=931	1	1	N/A	0	N/A	105
930	1	462.271	2	231.636	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:930###	 	G1,	127.19	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=930	1	0	N/A	0	N/A	-1
937	1	359.266	2	180.133	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:937###	 	G1,	85.6	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=937	1	1	Spectral Match to Val-Ile-Lys from NIST14	1	GNPS-NIST14-MATCHES;	4
629	1	482.292	1	482.292	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:629###	 	G1,	226.21	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=629	1	1	Spectral Match to Tauroursodeoxycholic acid from NIST14	1	GNPS-NIST14-MATCHES;	8
409	1	337.174	1	337.174	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:409###	 	G1,	171.75	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=409	1	0	N/A	0	N/A	107
408	1	698.321	2	349.661	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:408###	 	G1,	194.4	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=408	1	1	N/A	0	N/A	-1
1069	1	473.238	1	473.238	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1069###	 	G1,	156.63	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1069	1	0	N/A	0	N/A	25
628	1	434.251	1	434.251	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:628###	 	G1,	154.92	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=628	1	1	N/A	0	N/A	-1
1028	1	592.223	1	592.223	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1028###	 	G1,	167.43	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1028	1	0	N/A	0	N/A	39
758	1	501.155	1	501.155	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:758###	 	G1,	280.52	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=758	1	1	N/A	0	N/A	-1
1018	1	682.352	2	341.676	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1018###	 	G1,	124.57	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1018	1	0	Spectral Match to Leu-Leu from NIST14	1	GNPS-NIST14-MATCHES;	4
379	1	337.174	1	337.174	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:379###	 	G1,	162.44	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=379	1	0	N/A	0	N/A	107
378	1	427.36	1	427.36	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:378###	 	G1,	317.55	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=378	1	0	NCGC00380944-01_C30H46O3_(3beta,5xi,9xi,13alpha,17alpha,18xi)-3-Hydroxy-13,28-epoxyurs-11-en-28-one	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	108
829	1	1267.59	2	634.296	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:829###	 	G1,	134.78	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=829	1	0	N/A	0	N/A	13
828	1	459.346	1	459.346	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:828###	 	G1,	351.12	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=828	1	0	Spectral Match to (+)-.alpha.-Tocopherol from NIST14	1	GNPS-NIST14-MATCHES;	6
1060	1	1183.57	2	592.284	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:1060###	 	G1,	135.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=1060	1	0	N/A	0	N/A	-1
371	1	321.179	1	321.179	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:371###	 	G1,	190.8	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=371	1	0	N/A	0	N/A	141
370	1	635.354	2	318.177	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:370###	 	G1,	147.16	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=370	1	1	Spectral Match to Leu-Trp from NIST14	1	GNPS-NIST14-MATCHES;	14
373	1	245.161	1	245.161	0	1	0	0	0	0	0	Haddad_GNPS_export_3iso_lower-param_deconv.mgf:373###	 	G1,	109.15	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=becf2d31585744048586dabbeb024d9e&view=cluster_details&protein=373	1	0	Spectral Match to Leu-Ile from NIST14	1	GNPS-NIST14-MATCHES;	35
